id,name,ra,dec,mag,dist_ly,spect,con
112601,Shatabhisha,22.87691,-7.579599,3.73,385.1,M2IIIvar,Aqr
8628,Baten Kaitos,1.857676,-10.335038,3.74,235.0,K2III,Cet
79928,γ Her,16.365338,19.15313,3.74,192.6,A9III,Her
104549,τ Cyg,21.246517,38.045317,3.74,66.3,F1IV,Cyg
44383,HR 3614,9.069248,-47.097737,3.75,299.5,K2III,Vel
86839,Bake-eo,17.798211,2.707276,3.75,102.8,A0V,Oph
26004,β Dor,5.560421,-62.489825,3.76,1006.7,F6Ia,Dor
27585,δ Lep,5.855357,-20.879089,3.76,113.7,G8III/IV,Lep
30794,β Mon,6.480297,-7.033062,3.76,676.7,B3Ve,Mon
93388,ο Sgr,19.07805,-21.741496,3.76,142.1,K0III,Sgr
95554,ι Cyg,19.495098,51.729779,3.76,121.3,A5Vn,Cyg
110822,Stellio,22.521515,50.282491,3.76,102.6,A1V,Lac
13234,Miram,2.844945,55.895496,3.77,879.1,K3Ib comp SB,Per
17487,ν Per,3.753232,42.578549,3.77,556.6,F5IIvar,Per
20405,Secunda Hyadum,4.382247,17.542514,3.77,155.6,G8III,Tau
26484,σ Ori,5.645769,-2.600069,3.77,1072.9,O9.5V...,Ori
41195,β Vol,8.428951,-66.13689,3.77,107.5,K2IIIvar,Vol
42452,HR 3445,8.677103,-46.648744,3.77,,F3Ia,Vel
82112,η Ara,16.82976,-59.041378,3.77,299.2,K5III,Ara
101629,Sualocin,20.660635,15.912072,3.77,253.8,B9V,Del
105540,ζ Cap,21.444452,-22.411332,3.77,385.5,G4Ibp...,Cap
108830,ι Peg,22.116847,25.345112,3.77,38.2,F5V,Peg
34389,γ Vol,7.145788,-70.498932,3.78,139.8,G8IIIvar,Vol
35946,ι Gem,7.428779,27.79808,3.78,120.4,G9III+...,Gem
48182,υ UMa,9.849867,59.038735,3.78,116.2,F0IV,UMa
53099,HR 4257,10.891559,-58.853171,3.78,95.0,K0III-IV...,Car
71569,ζ Boo,14.68582,13.7283,3.78,175.7,A3IVn,Boo
102287,Albali,20.794598,-9.495776,3.78,207.7,A1V,Aqr
14632,Misam,3.158258,44.857544,3.79,112.7,K0III,Per
53075,Praecipua,10.888526,34.214871,3.79,94.9,K0III-IV,LMi
14843,Dalim,3.201249,-28.987618,3.80,46.4,F8V,For
37124,HR 2948,7.647186,-26.803836,3.80,346.6,B5IV,Pup
76044,δ Ser,15.580041,10.538867,3.80,228.1,F0IV,Ser
94484,κ Cyg,19.28504,53.368459,3.80,124.2,K0III,Cyg
99356,31 Cyg,20.227196,46.741329,3.80,883.9,K2II+...,Cyg
21340,Theemin,4.592512,-30.562341,3.81,213.9,G8III,Eri
51087,HR 4114,10.464649,-58.739403,3.81,1342.2,F2II,Car
76716,Baltesha,15.712381,26.295637,3.81,146.1,A1Vs,CrB
116218,Udkadua,23.626056,46.458152,3.81,86.1,G8III-IV,And
9467,Alrescha,2.034117,2.763759,3.82,150.6,A2,Psc
45557,38 Lyn,9.314069,36.802597,3.82,124.8,A1V,Lyn
56044,Giausar,11.523407,69.331076,3.82,333.2,M0IIIvar,Dra
80637,Marfik,16.515229,1.983923,3.82,173.1,A2V,Oph
86148,ι Her,17.657747,46.006332,3.82,454.9,B3V SB,Her
50924,μ Hya,10.434842,-16.83629,3.83,234.1,K4III,Hya
68027,φ Cen,13.971186,-42.100753,3.83,525.2,B2IV,Cen
72144,Paradys,14.797701,-79.044751,3.83,446.8,K5III,Aps
17398,β Ret,3.736593,-64.806903,3.84,97.4,K0IV SB,Ret
17406,Atik,3.738648,32.288248,3.84,1120.8,B1III,Per
20833,θ Tau,4.476248,15.962181,3.84,154.4,G7III,Tau
43659,HR 3571,8.917457,-60.644609,3.84,319.8,B8III,Car
51475,Shaomin,10.546853,9.306586,3.84,,B1Ib SB,Leo
51837,HR 4167,10.621717,-48.22562,3.84,87.5,A3m+...,Vel
61008,γ Mus,12.541134,-72.132988,3.84,324.9,B5V,Mus
88517,ο Her,18.125708,28.762488,3.84,338.0,B9.5V,Her
89064,Polis,18.229392,-21.058834,3.84,,B2III:,Sgr
97124,ε Dra,19.80285,70.26793,3.84,148.0,G8III,Dra
19697,α Hor,4.233363,-42.294368,3.85,115.0,K1III,Hor
27253,β Pic,5.788079,-51.066514,3.85,63.4,A3V,Pic
30204,δ Col,6.368564,-33.4364,3.85,234.0,G7II,Col
50050,HR 4023,10.245607,-42.121942,3.85,101.4,A2V,Vel
61088,κ Dra,12.558058,69.788238,3.85,490.5,B6IIIp,Dra
61429,τ Cen,12.628394,-48.541304,3.85,131.2,A2V,Cen
77836,γ Ser,15.940882,15.661617,3.85,36.7,F6V,Ser
89860,Tusizuo,18.394967,21.769752,3.85,118.9,K2III,Her
90835,α Sct,18.586785,-8.244073,3.85,199.1,K2III,Sct
4426,μ And,0.945885,38.499345,3.86,129.7,A5V,And
21541,Sceptrum,4.63634,-14.30402,3.86,109.9,K1III,Eri
25794,ε Col,5.520209,-35.470519,3.86,263.2,K1II/III,Col
79423,δ TrA,16.257297,-63.685682,3.86,607.4,G5II,TrA
80819,γ Aps,16.557609,-78.897148,3.86,156.3,K0IV SB,Aps
87537,θ Her,17.93755,37.250539,3.86,753.2,K1IIvar,Her
110049,Sadachbia,22.360938,-1.387331,3.86,163.7,A0V,Aqr
17532,Maia,3.763779,24.367748,3.87,383.3,B8III,Tau
42904,HR 3487,8.767124,-46.041527,3.87,1853.2,A1III,Vel
68064,υ Cen,13.977987,-44.803584,3.87,427.5,B2IV-V,Cen
71731,μ Vir,14.717673,-5.658207,3.87,59.6,F2III,Vir
77868,Iklil,15.948077,-29.214073,3.87,472.0,B2IV/V,Sco
97493,η Aql,19.874547,1.005661,3.87,1382.0,F6Ibv SB,Aql
763,ε Phe,0.156836,-45.747426,3.88,144.2,K0III,Phe
8813,Mesarthim,1.89217,19.293852,3.88,164.1,A1p Si,Ari
48318,Rasalas,9.879398,26.006951,3.88,124.1,K0III,Leo
74148,κ Lup,15.198918,-48.737819,3.88,180.0,B9V,Lup
114059,ι Gru,23.17264,-45.246711,3.88,183.2,K0III SB,Gru
13667,Azha,2.940458,-8.898144,3.89,136.5,K1III-IV,Eri
33065,ο CMa,6.902209,-24.184211,3.89,,K3Iab,CMa
45204,θ Hya,9.239405,2.31428,3.89,113.5,B9.5V,Hya
59945,Zaniah,12.331766,-0.666803,3.89,265.4,A2IV,Vir
97799,η Cyg,19.938438,35.083424,3.89,134.9,K0IIIvar,Cyg
47297,Ukdah,9.664267,-1.14281,3.90,263.2,K3IIIvar,Hya
55260,π Cen,11.350117,-54.491019,3.90,357.6,B5Vn,Cen
65729,HR 5089,13.517405,-39.407307,3.90,906.0,G8II/III,Cen
18860,ν Tau,4.052606,5.989305,3.91,116.9,A1V,Tau
41190,HR 3314,8.427676,-3.906424,3.91,122.3,A0V,Hya
60635,σ Cen,12.467331,-50.230635,3.91,411.8,B3V,Cen
73579,π Lup,15.085303,-47.051245,3.91,443.1,B5,Lup
76100,Zubenelhakrabi,15.592105,-14.789537,3.91,163.2,K0III,Lib
79750,Asuusiha,16.329011,46.313366,3.91,307.4,B5IV,Her
82952,Khepdenreret,17.004827,30.926405,3.92,155.0,A0V,Her
94873,ρ Sgr,19.361211,-17.847197,3.92,127.0,F0III/IV,Sgr
104649,Kitalpha,21.263731,5.247845,3.92,190.3,G0III+...,Equ
2069,κ Phe,0.436716,-43.679829,3.93,77.7,A7V,Phe
7068,δ Phe,1.520851,-49.072702,3.93,142.1,K0III-IV,Phe
13497,τ Per,2.904295,52.762479,3.93,254.2,G4III...,Per
21391,ν Eri,4.605317,-3.352459,3.93,675.3,B2III SB,Eri
37397,ζ Vol,7.697004,-72.606098,3.93,141.0,K0III,Vol
54304,HR 4337,11.143165,-58.975037,3.93,,G0Ia0,Car
78693,ω Sco,16.113452,-20.669192,3.93,471.3,B1V,Sco
87920,67 Oph,18.010754,2.931568,3.93,1230.8,B5Ib,Oph
5337,Wurren,1.139742,-55.24576,3.94,298.7,B6V + B0V,Phe
37340,α Mon,7.687454,-9.551131,3.94,147.8,K0III,Mon
37570,3 Pup,7.73013,-28.954826,3.94,,A2Iab,Pup
42792,Asellus Australis,8.74475,18.154309,3.94,130.6,K0III,Cnc
103081,ν Cyg,20.952893,41.167136,3.94,374.5,A1Vn,Cyg
9577,Gang,2.057268,72.421294,3.95,157.1,A2V,Cas
31512,ν CMa,6.611399,-19.255879,3.95,64.4,K1III+...,CMa
118887,ζ UMa,13.398996,54.920471,3.95,78.8,A1 m,UMa
19296,48 Per,4.144357,47.712513,3.96,476.8,B3Ve,Per
28256,η Col,5.985778,-42.815135,3.96,472.0,K0III,Col
44120,HR 3579,9.010685,41.782911,3.96,52.4,F5V,Lyn
44972,HR 3663,9.187985,-62.316977,3.96,542.7,B3IV,Car
94946,Arkab Prior,19.377303,-44.458965,3.96,313.6,B9V,Sgr
95052,Rukbat,19.398103,-40.61594,3.96,181.8,B8V,Sgr
99529,32 Cyg,20.257867,47.714208,3.96,1058.9,K3Ib-II comp,Cyg
115073,98 Aqr,23.382842,-20.10058,3.96,163.4,K0III,Aqr
20483,Beemim,4.400613,-34.016846,3.97,296.2,K4III,Eri
27604,ν Aur,5.858166,39.14848,3.97,230.3,K0III,Aur
35132,δ Vol,7.280508,-67.957152,3.97,737.9,F6II,Vol
42396,β Pyx,8.668373,-35.308352,3.97,416.0,G5II/III,Pyx
59267,ρ Cen,12.194202,-52.36846,3.97,378.8,B3V,Cen
77398,χ Lup,15.849316,-33.627165,3.97,195.2,B9.5III-IV,Lup
98184,ε Pav,20.009845,-72.910504,3.97,105.1,A0V,Pav
110650,δ Gru,22.487825,-43.495565,3.97,309.4,G6/G8III,Gru
112084,λ Peg,22.775521,23.565654,3.97,365.2,G8II-III,Peg
18567,Menkib,3.98275,35.791033,3.98,1244.9,O7.5Iab:,Per
106139,ρ Cyg,21.56635,45.591837,3.98,123.6,G8III,Cyg
9328,υ Cet,2.000084,-21.077831,3.99,292.8,K5/M0III,Cet
29578,γ Mon,6.247592,-6.274776,3.99,497.9,K3III,Mon
50809,HR 4102,10.406592,-74.031612,3.99,52.9,F2IV,Car
65272,Alcor,13.420413,54.987958,3.99,81.7,A5V SB,UMa
114634,γ Tuc,23.290498,-58.235734,3.99,75.2,F1III,Tuc
44254,α Vol,9.040777,-66.396076,4.00,124.9,Am,Vol
55476,ι Leo,11.398736,10.529509,4.00,77.2,F2IV SB,Leo
79134,Jabbah,16.199926,-19.460708,4.00,474.1,B2IV,Sco
8053,Dajiangjunbei,1.727675,50.688732,4.01,718.4,B2Vpe,Per
22056,μ Eri,4.758375,-3.254657,4.01,521.9,B5IV,Eri
34000,Mekbuda,7.068481,20.570297,4.01,1376.2,G3Ibv SB,Gem
34943,ω CMa,7.246849,-26.772667,4.01,911.1,B2IV/Ve,CMa
71639,HR 5471,14.699332,-37.793498,4.01,339.0,B2.5V,Cen
78290,θ Dra,16.031532,58.565251,4.01,68.6,F8IV-V,Dra
79759,γ Nor,16.330687,-50.155508,4.01,128.8,G8III,Nor
91507,ζ Pav,18.71726,-71.428113,4.01,218.5,K2III,Pav
100750,41 Cyg,20.489926,30.368555,4.01,769.2,F5II,Cyg
43286,γ Pyx,8.842204,-27.709844,4.02,207.3,K3III,Pyx
59020,Alchiba,12.140225,-24.728875,4.02,48.7,F0IV/V,Crv
92951,ε Aql,18.993711,15.068298,4.02,154.9,K2III,Aql
93136,12 Aql,19.028008,-5.739115,4.02,143.9,K1IIIvar,Aql
10645,Apdu,2.288573,33.847194,4.03,112.3,A1Vnn,Tri
23467,β Cam,5.05697,60.442245,4.03,872.1,G0Ib,Cam
42984,Yuyu,8.778284,28.759898,4.03,331.1,G8Iab:,Cnc
62803,μ Cru,12.9099,-57.177924,4.03,414.4,B2IV-V,Cru
88327,70 Oph,18.090913,2.500099,4.03,16.6,K0V SB,Oph
101095,Aldulfin,20.553547,11.303263,4.03,330.5,B6III,Del
117900,ω Psc,23.988525,6.863321,4.03,104.3,F4IV,Psc
19538,Beid,4.197761,-6.837581,4.04,121.7,F2II-III,Eri
57208,ν Vir,11.764322,6.529376,4.04,293.8,M0III,Vir
70274,θ Boo,14.419967,51.850744,4.04,47.4,F7V,Boo
111147,η Aqr,22.589272,-0.117498,4.04,167.9,B9IV-Vn,Aqr
14596,ι Per,3.151005,49.613278,4.05,34.4,G0V,Per
40587,α Cha,8.308703,-76.919722,4.05,63.8,F5III,Cha
42765,HR 3477,8.739987,-42.649276,4.05,228.9,G5III,Vel
55269,σ Leo,11.352276,6.029322,4.05,220.1,B9.5Vs,Leo
67246,υ Boo,13.824623,15.797905,4.05,263.5,K5IIIvar,Boo
69867,ψ Cen,14.342623,-37.885295,4.05,258.9,A0IV,Cen
71310,ρ Lup,14.631454,-49.425828,4.05,316.0,B5V,Lup
112357,τ Aqr,22.826528,-13.592632,4.05,317.6,K5III,Aqr
22904,ο Ori,4.939521,13.514466,4.06,185.9,K2III,Ori
36856,υ Gem,7.598708,26.895741,4.06,270.9,K5III,Gem
55539,γ Crt,11.414702,-17.68401,4.06,82.3,A9V,Crt
59746,ε Mus,12.292917,-67.960736,4.06,301.4,M5III,Mus
59826,ζ Cru,12.307298,-64.003071,4.06,357.6,B2.5V,Cru
71783,HR 5485,14.727624,-35.173655,4.06,209.5,K3III,Cen
82898,ε Ara,16.993069,-53.160438,4.06,360.8,K4III,Ara
69479,Syrma,14.266908,-6.000547,4.07,72.5,F7V,Vir
73889,λ Lup,15.147394,-45.279857,4.07,776.6,B3V,Lup
74595,β Cir,15.291917,-58.801208,4.07,99.7,A3V,Cir
110645,δ Cep,22.486183,58.415198,4.07,865.1,G2Ibvar,Cep
3685,Shimu,0.788981,24.267178,4.08,189.2,K1II,And
10975,δ Hyi,2.362498,-68.659418,4.08,139.7,A3V,Hyi
12355,δ Cet,2.658044,0.328511,4.08,649.7,B2IV,Cet
14112,τ Eri,3.039863,-23.624472,4.08,88.6,A4V,Eri
33073,θ CMa,6.903167,-12.038628,4.08,260.7,K4III,CMa
46841,HR 3825,9.574071,-59.229753,4.08,1325.8,B5II,Car
53584,Alkes,10.996244,-18.298783,4.08,159.2,K1III,Crt
92571,13 Lyr,18.922249,43.946088,4.08,298.1,M5IIIvar,Lyr
103804,Udang,21.099118,-17.232861,4.08,162.2,A1V,Cap
105162,1 Peg,21.36811,19.804508,4.08,155.8,K1III,Peg
26301,φ Ori,5.615108,9.290673,4.09,117.5,G8III-IV,Ori
77214,Gudja,15.812327,18.141564,4.09,381.9,M1III,Ser
7499,Titawin,1.613299,41.405459,4.10,44.0,F8V,And
12744,θ Per,2.736634,49.228448,4.10,36.3,F7V,Per
38057,HR 3055,7.820638,-46.373205,4.10,1647.3,B0III,Pup
90288,ζ Tel,18.480505,-49.070588,4.10,126.2,G8/K0III,Tel
93865,β CrA,19.167154,-39.340796,4.10,474.1,K0II/IIICN.,CrA
12452,ι Eri,2.677781,-39.855375,4.11,150.6,K0III,Eri
33956,Muliphein,7.062637,-15.633286,4.11,441.9,B8II,CMa
42193,HR 3426,8.627399,-42.989081,4.11,1822.1,A6II,Vel
48219,Zhang,9.85797,-14.846603,4.11,263.9,G6/G8III,Hya
51690,γ Cha,10.591166,-78.607786,4.11,417.6,M0III,Cha
57266,HR 4522,11.775232,-61.178398,4.11,389.7,G0II,Cen
76206,ε TrA,15.612,-66.317037,4.11,201.7,K0III,TrA
93819,Meridiana,19.157869,-37.904474,4.11,125.3,A0/A1V,CrA
113278,ζ Gru,23.014677,-52.754137,4.11,108.9,G8III,Gru
12360,ε Hyi,2.659799,-68.266946,4.12,151.8,B9III,Hyi
19762,μ Per,4.248295,48.409331,4.12,901.0,G0Ib...,Per
28543,μ Ori,6.039722,9.647276,4.12,154.9,Am...,Ori
58773,ο Vir,12.086817,8.732985,4.12,163.2,G8III,Vir
97721,ι Sgr,19.921026,-41.868288,4.12,181.8,K0III,Sgr
102647,ω Cap,20.863692,-26.919133,4.12,842.8,K4III,Cap
110696,δ Gru,22.495955,-43.749224,4.12,330.1,M4.5IIIa,Gru
25184,29 Ori,5.399119,-7.808065,4.13,157.3,G8III,Ori
30810,ν Gem,6.482719,20.212133,4.13,544.5,B6III,Gem
77617,θ Lib,15.897093,-16.729293,4.13,168.5,K0III,Lib
102154,ψ Cap,20.76826,-25.270898,4.13,47.9,F5V,Cap
112050,β Oct,22.767692,-81.381615,4.13,149.3,A9IV/V,Oct
116405,ι Psc,23.665844,5.626292,4.13,44.7,F7V,Psc
16328,5 Tau,3.514549,12.936678,4.14,342.2,K0II-III...,Tau
17566,Merope,3.772104,23.948358,4.14,380.1,B6IV,Tau
42195,δ Hya,8.627602,5.703782,4.14,160.4,A1Vnn,Hya
58895,η Cru,12.114687,-64.61373,4.14,64.4,F2III,Cru
75895,Guansuo,15.548829,31.359133,4.14,375.3,B6Vnn,CrB
77923,ε CrB,15.959794,26.87788,4.14,221.4,K3III,CrB
107011,κ Peg,21.744092,25.645036,4.14,111.6,F5IV,Peg
109591,1 Lac,22.26616,37.748737,4.14,621.3,K3III,Lac
34677,δ Mon,7.197739,-0.492764,4.15,384.2,A2V,Mon
84853,ρ Her,17.394708,37.145946,4.15,393.4,B9.5III,Her
116439,Kaffalmusalsala,23.673469,44.333932,4.15,168.4,B9IVn,And
28664,1 Gem,6.068671,23.263341,4.16,155.1,G7III,Gem
36263,ρ Gem,7.485195,31.78455,4.16,58.9,F0V...,Gem
85081,44 Oph,17.439504,-24.175309,4.16,83.2,A3IV:m,Oph
2592,Cexing,0.549997,62.931783,4.17,,B1Ia,Cas
17833,HR 1195,3.824237,-36.20025,4.17,209.9,G8III,Eri
109657,Ancha,22.280565,-7.78329,4.17,187.4,G8III-IV,Aqr
69205,Kang,14.214929,-10.273702,4.18,254.8,K3III,Vir
69510,Xuange,14.273074,46.088305,4.18,99.0,A0sh,Boo
81058,HR 6166,16.606242,-35.255326,4.18,342.6,K5III,Sco
109511,ε Cep,22.250544,57.043587,4.18,85.4,F0IV,Cep
111601,ε PsA,22.677594,-27.043617,4.18,486.8,B8V,PsA
67244,2 Cen,13.824091,-34.450776,4.19,183.0,M5III,Cen
91756,110 Her,18.761035,20.546308,4.19,62.7,F6V,Her
25749,32 Ori,5.51307,5.948139,4.20,302.8,B5V,Ori
38721,11 Pup,7.94765,-22.880119,4.20,521.9,F7/F8II,Pup
51089,β LMi,10.464727,36.707212,4.20,153.9,G8III-IV,LMi
80880,σ Her,16.568384,42.437041,4.20,314.8,B9Vvar,Her
112090,ξ Peg,22.778216,12.172888,4.20,53.2,F7V,Peg
112886,δ PsA,22.932472,-32.539628,4.20,154.1,G8III,PsA
16187,HR 1035,3.484482,59.94033,4.21,1941.4,B9Ia,Cam
20583,κ Tau,4.422822,22.293874,4.21,153.9,A7IV-V,Tau
81830,ε UMi,16.766159,82.037262,4.21,304.0,G5IIIvar,UMi
100767,θ Cep,20.493015,62.994105,4.21,136.5,A7III,Cep
105519,γ Pav,21.440705,-65.366198,4.21,30.2,F6V,Pav
13221,16 Per,2.843063,38.318644,4.22,120.8,F2III,Per
17609,τ Eri,3.780804,-23.249723,4.22,57.5,F3/F5V,Eri
38406,HR 3090,7.888378,-48.102934,4.22,1655.6,B0.5Ib,Pup
78678,θ Lup,16.109874,-36.802288,4.22,414.4,B2.5Vn,Lup
80327,χ Oph,16.450399,-18.456251,4.22,525.2,B2Vne,Oph
89630,φ Dra,18.345955,71.337814,4.22,302.8,A0p (Si),Dra
91888,β Sct,18.786242,-4.747867,4.22,916.2,G5II...,Sct
92319,λ Pav,18.870288,-62.187593,4.22,1430.5,B2II-III,Pav
92502,δ Lyr,18.908412,36.898613,4.22,736.2,M4IIvar,Lyr
102122,52 Cyg,20.761043,30.719715,4.22,201.1,K0III,Cyg
104764,σ Cyg,21.290265,39.394681,4.22,2886.3,B9Iab,Cyg
114362,φ Aqr,23.238711,-6.049003,4.22,202.1,M2III,Aqr
1595,ζ Tuc,0.334142,-64.874791,4.23,28.0,F9V,Tuc
37522,σ Gem,7.721867,28.88351,4.23,125.1,K1III SB,Gem
64189,β Com,13.197904,27.878183,4.23,29.8,G0V,Com
66941,1 Cen,13.761471,-33.043721,4.23,63.3,F3V,Cen
68302,τ Vir,14.027443,1.544532,4.23,224.9,A3V,Vir
78861,φ Her,16.146162,44.934906,4.23,204.0,B9MNp...,Her
81602,β Aps,16.718126,-77.517435,4.23,157.0,K0III,Aps
93530,γ CrA,19.106971,-37.063437,4.23,56.4,F7IV-V,CrA
106916,Garnet Star,21.725127,58.780046,4.23,,M2Ia,Cep
107190,π Cyg,21.779891,49.30957,4.23,1105.6,B3III,Cyg
5361,Tarandus,1.145613,86.25709,4.24,280.2,K2II-III,Cep
11380,κ Eri,2.449755,-47.70384,4.24,508.0,B5IV,Eri
12737,π Cet,2.735375,-13.858696,4.24,393.0,B7IV,Cet
59816,β Cha,12.305812,-79.31224,4.24,298.4,B5Vn,Cha
61124,Chara,12.562411,41.35748,4.24,27.5,G0V,CVn
80665,HR 6143,16.523037,-34.704366,4.24,554.7,B2III-IV,Sco
86298,ο Ser,17.690243,-12.875307,4.24,173.2,A2Va,Ser
114493,ψ Aqr,23.264859,-9.087737,4.24,149.8,K0III,Aqr
5884,κ Tuc,1.262704,-68.875927,4.25,68.3,F6IV,Tuc
19119,λ Per,4.109735,50.351262,4.25,421.9,A0IVn,Per
21349,88 Tau,4.594239,10.16079,4.25,156.2,A5m,Tau
21423,58 Per,4.611508,41.264808,4.25,797.4,G8II comp,Per
23917,λ Eri,5.15244,-8.754081,4.25,811.3,B2IVn,Eri
40959,Alsciaukat,8.380588,43.188131,4.25,382.4,K5III,Lyn
62699,HR 4889,12.890607,-40.178872,4.25,148.6,A4IV,Cen
70470,5 UMi,14.458758,75.695993,4.25,358.8,K4III,UMi
107075,ν Cep,21.75748,61.120806,4.25,,A2Iavar,Cep
5423,Junnanmen,1.158368,47.241792,4.26,716.8,B7III,And
8183,Torcular,1.756564,9.157736,4.26,279.5,K0III,Psc
15471,82 G. Eri,3.331944,-43.069784,4.26,19.7,G8V,Eri
16570,τ Eri,3.563132,-21.632883,4.26,293.3,B9V,Eri
19843,γ Dor,4.267097,-51.486648,4.26,66.7,F4III,Dor
22730,α Cam,4.900836,66.342678,4.26,,O9.5Ia SB:,Cam
43939,Acubens,8.974784,11.857701,4.26,188.3,A5m,Cnc
85907,HR 6546,17.609121,-38.635308,4.26,165.8,G8/K0III/IV,Sco
87994,Bodu,18.025113,21.595782,4.26,417.1,G5,Her
108573,Kurhah,22.063135,64.627971,4.26,96.5,Am,Cep
4896,ε Psc,1.049058,7.890135,4.27,181.8,K0III,Psc
12795,μ Cet,2.749039,10.114146,4.27,84.1,F1III-IV,Cet
19810,μ Tau,4.258905,8.892357,4.27,455.5,B3IV,Tau
21536,90 Tau,4.635961,12.510838,4.27,153.6,A6V,Tau
21828,Gaja,4.704084,22.956926,4.27,398.2,B3V,Tau
63801,ξ Cen,13.11518,-49.906246,4.27,467.3,B1.5V,Cen
74682,μ Lup,15.308897,-47.875272,4.27,335.6,B8V,Lup
94999,Arkab Posterior,19.386976,-44.799778,4.27,134.2,F2III,Sgr
102201,γ Del,20.77764,16.124296,4.27,126.3,K1IV,Del
115465,θ Psc,23.466138,6.378992,4.27,148.5,K1III,Psc
20659,υ Tau,4.438461,22.813583,4.28,153.8,A8Vn,Tau
47060,HR 3751,9.618151,81.326382,4.28,994.4,K3III,Dra
51027,α Ant,10.45253,-31.067779,4.28,366.1,K4III,Ant
85164,45 Oph,17.455909,-29.867033,4.28,111.6,F3III,Oph
99336,33 Cyg,20.223288,56.567722,4.28,159.3,A3IV-Vn,Cyg
105175,ι Cap,21.370776,-16.834542,4.28,196.7,G8III,Cap
109064,π Peg,22.166457,33.178224,4.28,263.0,F5III,Peg
113770,θ Gru,23.11465,-43.520358,4.28,131.9,F5me...,Gru
16811,10 Tau,3.614551,0.401662,4.29,45.5,F9V,Tau
24785,λ Lep,5.326257,-13.176788,4.29,851.6,B0.5IV,Lep
52003,HR 4180,10.655112,-55.603268,4.29,840.6,G2II,Vel
57763,β Hya,11.881813,-33.908124,4.29,309.7,Ap Si,Hya
76819,ζ UMi,15.734299,77.794493,4.29,369.0,A3Vn,UMi
80648,φ Oph,16.518991,-16.612733,4.29,243.6,G8/K0III,Oph
108793,ι Aqr,22.107286,-13.869679,4.29,175.2,B8V,Aqr
110841,β PsA,22.52509,-32.346073,4.29,142.8,A1V,PsA
116265,Rasalnaqa,23.63561,43.268073,4.29,499.5,B8V,And
4567,α Scl,0.976766,-29.357449,4.30,776.6,B7IIIp,Scl
11457,ξ Cet,2.469317,8.460054,4.30,193.1,B9III,Cet
17489,Taygeta,3.75347,24.467278,4.30,409.2,B6V,Tau
17757,HR 1189,3.809963,-37.620155,4.30,165.5,A+...,Eri
20597,δ Tau,4.424828,17.92791,4.30,148.5,A2IV,Tau
28333,π Aur,5.998917,45.936736,4.30,751.5,M3IIvar,Aur
42680,η Hya,8.72041,3.398662,4.30,586.6,B3V...,Hya
53262,54 Leo,10.92689,24.749718,4.30,286.9,A1,Leo
56478,υ Leo,11.615814,-0.823749,4.30,181.5,G9III,Leo
57496,HR 4537,11.828077,-63.788478,4.30,595.2,B3V,Cen
60983,η Crv,12.53451,-16.196007,4.30,59.6,F2V,Crv
69846,HR 5358,14.338763,-56.386497,4.30,1226.2,B6Ib,Cen
99706,α Cap,20.29413,-12.508212,4.30,569.2,G3Ib,Cap
42449,HR 3457,8.676953,-59.761003,4.31,1443.2,B1.5III,Car
70415,δ Oct,14.448801,-83.667884,4.31,299.0,K2III,Oct
75182,Alkalurops,15.408181,37.377167,4.31,113.1,F0V,Boo
78750,ω Sco,16.123424,-20.868764,4.31,290.7,G6/G8III,Sco
101519,71 Aql,20.638967,-1.105121,4.31,337.3,G8III SB,Aql
16785,ψ Per,3.608159,48.192634,4.32,583.5,B5Ve,Per
21710,54 Eri,4.674031,-19.671493,4.32,368.5,M3/M4III,Eri
25880,119 Tau,5.536875,18.594234,4.32,1792.1,M2Ib,Tau
29623,κ Aur,6.256304,29.498076,4.32,177.0,G8IIIvar,Aur
42948,12 Hya,8.772927,-13.54772,4.32,245.0,G8III,Hya
46617,Alterf,9.528675,22.967971,4.32,329.1,K5IIIvar,Leo
58583,θ Cru,12.050447,-63.31293,4.32,235.0,Am,Cru
64037,Diadem,13.166469,17.529431,4.32,58.1,F5V,Com
67455,3 Cen,13.863779,-32.994089,4.32,343.7,B5,Cen
72456,ο Lup,14.860641,-43.575359,4.32,404.2,B5IV,Lup
84622,ν Ser,17.347128,-12.846875,4.32,203.2,A0/A1V,Ser
36182,γ CMi,7.469387,8.92553,4.33,318.2,K3III SB,CMi
62670,HR 4888,12.885258,-48.943315,4.33,294.4,K3/K4III,Cen
70353,τ Lup,14.436336,-45.379276,4.33,319.1,A7:+...,Lup
84147,Guniibuu,17.255836,-26.602829,4.33,19.4,K2:III:,Oph
88589,π Pav,18.143,-63.668553,4.33,130.0,Am,Pav
89548,κ Lyr,18.331031,36.064547,4.33,251.7,K2IIIvar,Lyr
118742,Alula Australis,11.303118,31.528783,4.33,34.0,G0 Ve,UMa
2906,π And,0.61468,33.719344,4.34,598.5,B5V,And
3025,ε And,0.642602,29.311751,4.34,163.8,G5III...,And
5530,θ Cas,1.185017,55.149901,4.34,133.6,A7Vvar,Cas
27034,δ Dor,5.746223,-65.735526,4.34,149.6,A7V,Dor
31052,ξ CMa,6.530935,-23.418422,4.34,1382.0,B1III,CMa
40773,θ Cha,8.344115,-77.484477,4.34,155.3,K0III-IV,Cha
45365,HR 3696,9.270024,-57.541473,4.34,488.3,M1III,Car
47042,HR 3836,9.613772,-49.355026,4.34,105.4,A5V,Vel
