id,name,ra,dec,mag,dist_ly,spect,con
20136,56 Tau,4.326862,21.773491,5.34,326.2,A0p Si,Tau
24757,21 Ori,5.319783,2.595806,5.34,202.1,F5IIvar,Ori
25915,HR 1861,5.54482,-1.591831,5.34,1560.6,B1IV,Ori
25936,HR 1917,5.549873,-64.227517,5.34,231.6,G8/K0III,Dor
29631,72 Ori,6.25698,16.143175,5.34,522.7,B7V,Ori
30174,45 Aur,6.362811,53.452179,5.34,193.1,F5III...,Aur
31709,ψ Aur,6.646995,39.902559,5.34,1370.4,B8III,Aur
32403,13 Lyn,6.780417,57.169176,5.34,211.0,K0III,Lyn
32961,14 Lyn,6.884738,59.448543,5.34,486.8,G4III...,Lyn
36790,HR 2896,7.585778,30.960924,5.34,372.3,K0III,Gem
40101,HR 3182,8.213552,68.474072,5.34,751.5,G8II,UMa
43291,HR 3537,8.842982,-66.792981,5.34,169.3,F5IV,Vol
45975,ι Cha,9.40268,-80.786876,5.34,189.6,F3/F5IV,Cha
50743,HR 4086,10.391478,-38.009839,5.34,135.2,A8V,Ant
58709,HR 4604,12.077479,-68.328912,5.34,347.3,A0V,Mus
59005,HR 4620,12.137422,-48.692487,5.34,599.6,A1V,Cen
62918,HR 4908,12.932538,-56.835806,5.34,,O9Ib,Cru
70246,HR 5390,14.413508,-24.80631,5.34,458.7,K0III,Lib
76630,χ Ser,15.696504,12.847528,5.34,219.8,A0p Sr,Ser
82336,53 Her,16.882796,31.701674,5.34,95.2,F0V,Her
95986,HR 7444,19.578127,42.412509,5.34,576.2,A2V,Cyg
102796,HR 7987,20.894494,-39.809865,5.34,400.2,K2III,Mic
107445,13 Peg,21.835749,17.285851,5.34,109.0,F2III-IV,Peg
109308,HR 8475,22.213284,34.604592,5.34,258.0,K2III,Peg
109654,42 Aqr,22.280012,-12.831436,5.34,586.6,K1III,Aqr
112967,HR 8731,22.95125,48.684068,5.34,821.6,B4IIIpe,Lac
3941,HR 233,0.845442,64.247549,5.35,639.5,A4V comp SB,Cas
4361,φ Cet,0.933747,-11.266526,5.35,550.9,K4III,Cet
6692,ρ Psc,1.437573,19.172346,5.35,82.2,F2V:var,Psc
22104,HR 1519,4.76715,11.705591,5.35,235.3,Am...,Ori
28874,40 Aur,6.109749,38.482644,5.35,340.8,A4m,Aur
29173,37 Cam,6.16639,58.935694,5.35,381.0,G8III,Cam
35859,HR 2834,7.412182,-31.808905,5.35,660.2,K1III,CMa
36336,22 Lyn,7.498867,49.672463,5.35,66.0,F6V,Lyn
42485,34 Lyn,8.683629,45.83401,5.35,180.3,G0IV,Lyn
46678,HR 3807,9.538688,-40.649335,5.35,423.6,G8III,Vel
66724,84 Vir,13.717698,3.537903,5.35,238.4,K1III,Vir
74890,6 Ser,15.350554,0.715337,5.35,239.3,K3III,Ser
77671,2 Her,15.910516,43.138567,5.35,653.6,M3III,Her
78810,HR 6001,16.135439,-26.326679,5.35,478.9,M2III,Sco
80538,HR 6131,16.495091,-46.243229,5.35,1822.1,B1.5Iap,Nor
82550,54 Her,16.922825,18.433213,5.35,391.5,K4III,Her
85919,82 Her,17.610457,48.585634,5.35,353.4,K1III,Her
92661,HR 7122,18.938044,-42.710676,5.35,295.4,G6III-IV,CrA
94090,20 Aql,19.211309,-7.939518,5.35,979.4,B3V,Aql
109927,ρ Aqr,22.336643,-7.821102,5.35,881.5,B8IIIMNp...,Aqr
114991,64 Peg,23.365259,31.812465,5.35,829.9,B6III,Peg
116343,18 And,23.652316,50.471733,5.35,421.4,B9V,And
3132,55 Psc,0.665436,21.438495,5.36,414.4,F3V...,Psc
3624,57 Psc,0.775822,15.475504,5.36,776.6,M4III,Psc
5257,ι Tuc,1.121838,-61.775289,5.36,304.3,G5III,Tuc
11231,λ Hor,2.414987,-60.311947,5.36,161.1,F2III,Hor
11763,75 Cet,2.53595,-1.034896,5.36,265.6,G3III:,Cet
18946,HR 1257,4.06941,2.826947,5.36,115.5,F6IV,Tau
21677,2 Cam,4.666126,53.473021,5.36,145.0,A8V,Cam
25998,HR 1868,5.558735,-1.156073,5.36,1469.2,B1V,Ori
27589,55 Ori,5.856107,-7.518003,5.36,1048.7,B2IV-V,Ori
29417,36 Cam,6.214182,65.718422,5.36,715.3,K2II-III,Cam
29922,HR 2267,6.314051,-9.390018,5.36,470.0,K1III,Mon
34893,HR 2729,7.238906,3.111414,5.36,741.3,K0III,CMi
34990,HR 2756,7.255854,-30.686447,5.36,628.4,B2V,CMa
37745,HR 3018,7.759736,-34.172363,5.36,49.6,G0V,Pup
38731,HR 3114,7.94939,-43.500411,5.36,1568.1,B2.5V,Pup
39994,HR 3212,8.192501,-7.772539,5.36,290.7,G8III,Hya
45279,π Cnc,9.253848,14.941507,5.36,607.4,K1III,Cnc
47588,ψ Leo,9.728862,14.021692,5.36,610.8,M2III,Leo
52254,HR 4198,10.711269,-59.215759,5.36,,B2.5Ia,Car
52486,42 LMi,10.764416,30.682313,5.36,382.4,A1Vn,LMi
58334,7 Vir,11.999142,3.655197,5.36,305.4,A1V,Vir
65096,63 Vir,13.383643,-17.735274,5.36,306.0,K0III,Vir
71905,HR 5482,14.754802,-62.875648,5.36,158.0,A7Vn,Cir
75209,υ Lup,15.412504,-39.710268,5.36,406.7,Ap...,Lup
76392,41 Lib,15.648488,-19.301892,5.36,311.2,G8III/IV,Lib
84563,HR 6455,17.336065,25.537603,5.36,446.8,A3III,Her
89327,HR 6819,18.285426,-56.023351,5.36,760.3,B3IIIpe,Tel
92697,HR 7129,18.944582,-37.343241,5.36,430.3,B3V,CrA
102268,HR 8016,20.79265,80.552262,5.36,398.7,K1III,Dra
109763,HR 8501,22.304289,-53.627073,5.36,45.0,G1V,Gru
116523,103 Aqr,23.692914,-18.027077,5.36,756.7,K4/K5III,Aqr
8215,HR 513,1.766461,-5.733299,5.37,550.9,K4III,Cet
23428,η Pic,5.046861,-49.151407,5.37,85.0,F2V,Pic
26182,121 Tau,5.590869,24.039589,5.37,552.8,B2.5IV,Tau
28877,HR 2154,6.11076,-4.193836,5.37,1058.9,B5IV,Mon
29657,40 Cam,6.261257,59.998975,5.37,491.9,K3III,Cam
30492,π Dor,6.424623,-69.690299,5.37,270.0,G8III,Dor
35750,HR 2822,7.391386,-27.834294,5.37,616.6,K4III,CMa
35888,1 CMi,7.416161,11.669524,5.37,316.3,A5IV,CMi
39007,HR 3075,8.003264,73.917919,5.37,879.1,K3III,Cam
48941,20 LMi,10.016864,31.923672,5.37,49.1,G1V,LMi
54586,HR 4350,11.209191,-49.100996,5.37,164.4,A2III,Cen
60789,74 UMa,12.499267,58.405742,5.37,273.2,A5e...,UMa
63230,9 Dra,12.998665,66.597272,5.37,624.8,K2III,Dra
72996,HR 5540,14.964755,-76.662655,5.37,374.5,K4III,Aps
79562,HR 6086,16.287595,59.755023,5.37,739.6,M4IIIa,Dra
80095,HR 6094,16.400355,-39.19298,5.37,41.7,G3/G5V,Sco
88107,7 Sgr,18.047527,-24.282468,5.37,1080.0,F2/F3II/III,Sgr
90481,HR 6936,18.518012,-32.989114,5.37,289.9,A5V,Sgr
91824,28 Sgr,18.772391,-22.392176,5.37,683.8,K5III,Sgr
91825,50 Dra,18.772849,75.433964,5.37,280.0,A1Vn,Dra
109058,HR 8444,22.165473,-34.014967,5.37,206.7,A5IV,PsA
109246,HR 8479,22.20056,60.759095,5.37,365.6,K1III,Cep
109952,30 Peg,22.340994,5.789498,5.37,1274.0,B5IV,Peg
113597,κ Gru,23.077668,-53.964905,5.37,364.0,K5III,Gru
1641,41 Psc,0.343295,8.190271,5.38,407.7,K3III,Psc
1955,12 Cas,0.413193,61.831057,5.38,701.4,B9III,Cas
2562,52 Psc,0.543189,20.294316,5.38,260.9,K0III,Psc
3323,ρ Tuc,0.707869,-65.46803,5.38,133.8,F6V,Tuc
12055,15 Tri,2.596336,34.687558,5.38,632.1,M3III,Tri
18813,HR 1249,4.04354,-0.268923,5.38,61.4,F5V,Eri
20214,HR 1367,4.34417,-20.639622,5.38,475.4,A0V,Eri
20380,χ Tau,4.376373,25.629314,5.38,291.2,B9V,Tau
21617,HR 1480,4.65171,7.870976,5.38,160.4,A5m,Tau
24739,HR 1732,5.316674,33.748394,5.38,413.4,A0p...,Aur
35490,HR 2815,7.344114,-52.085924,5.38,480.3,B9V,Car
38609,85 Gem,7.927749,19.88397,5.38,374.5,A0Vs,Gem
45440,HR 3712,9.288149,-68.689642,5.38,106.4,F4V,Car
46272,HR 3750,9.462995,-6.071187,5.38,99.2,G2V,Hya
60194,HR 4706,12.380403,-57.676132,5.38,361.6,B9V,Cru
60593,HR 4739,12.458019,-58.991756,5.38,443.1,M4/M5III,Cru
62377,HR 4893,12.820496,83.412901,5.38,583.5,A1IIIsh,Cam
66637,HR 5140,13.700307,-58.787078,5.38,782.1,B9IV,Cen
70707,HR 5413,14.505823,-49.519018,5.38,203.3,A1V,Lup
72868,HR 5556,14.938123,-52.809548,5.38,200.6,A2III,Lup
74949,50 Boo,15.363495,32.933695,5.38,262.0,B9Vn,Boo
77622,HR 5906,15.89831,-24.533157,5.38,420.3,B5V,Sco
84604,72 Her,17.34432,32.467743,5.38,46.7,G0V,Her
90362,60 Ser,18.494717,-1.985308,5.38,229.7,K0III,Ser
90731,HR 6983,18.565749,52.353517,5.38,638.3,K0III,Dra
90935,HR 6985,18.607731,9.122491,5.38,125.6,F5III,Oph
91915,HR 7066,18.791375,-5.705147,5.38,,K0Ibpvar,Sct
94417,HR 7289,19.272706,-45.466033,5.38,545.4,K3III,Tel
97339,51 Aql,19.846329,-10.763512,5.38,90.9,F0V,Aql
98715,27 Cyg,20.106055,35.972468,5.38,78.1,K0IV,Cyg
100639,75 Dra,20.470687,81.422708,5.38,455.5,G9III,Dra
103400,60 Cyg,21.019702,46.155773,5.38,1524.1,B1V,Cyg
105324,33 Cap,21.402665,-20.851869,5.38,239.3,K0III,Cap
109176,HR 8463,22.186069,50.823393,5.38,183.1,A5V,Lac
4880,HR 299,1.046997,-46.397311,5.39,238.4,G8III,Phe
13169,γ For,2.831716,-27.941981,5.39,458.7,A1V,For
18350,HR 1207,3.932824,47.87142,5.39,729.7,B6V,Per
19464,44 Tau,4.180517,26.480952,5.39,205.3,F2IV-V,Tau
21991,HR 1507,4.740508,11.146137,5.39,149.5,F0V,Ori
23167,63 Eri,4.997348,-10.263325,5.39,176.0,G4V,Eri
29777,75 Ori,6.285172,9.94239,5.39,225.4,A2V,Ori
32408,HR 2523,6.7813,-51.265667,5.39,823.6,K1II/IIIp+G:,Car
32591,HR 2522,6.816038,-15.144726,5.39,528.6,B7IV,CMa
39427,HR 3082,8.079768,79.479612,5.39,322.9,A0p...,Cam
46602,8 LMi,9.525671,35.103273,5.39,479.6,M1III,LMi
55484,79 Leo,11.400646,1.407765,5.39,353.7,G8IIICN...,Leo
56222,HR 4453,11.560337,-40.586637,5.39,385.5,A2IV/V,Cen
71274,HR 5450,14.622266,-46.133439,5.39,1364.7,K0III,Lup
71392,33 Boo,14.647289,44.4045,5.39,185.9,A1V,Boo
76991,25 Ser,15.768233,-1.804193,5.39,449.9,B8III,Ser
78223,ρ CrB,16.017412,33.303509,5.39,56.2,G2V,CrB
78955,HR 6016,16.164033,-3.466729,5.39,478.9,K4III,Ser
82512,HR 6287,16.915324,20.958488,5.39,270.0,G8III,Her
84720,ι Aps,17.368299,-70.123208,5.39,1320.5,B8/B9Vn...,Aps
89573,HR 6858,18.335775,-15.831697,5.39,521.0,K3III,Ser
93006,HR 7210,19.003799,50.533466,5.39,671.1,B2.5IV,Dra
96000,9 Cyg,19.580813,29.462954,5.39,558.5,A0V+...,Cyg
97224,HR 7498,19.823694,-72.503378,5.39,142.3,A4III,Pav
101156,η Del,20.565845,13.027255,5.39,236.2,A3IVs,Del
105625,35 Vul,21.461126,27.608593,5.39,190.3,A1V,Vul
114027,58 Peg,23.167072,9.822082,5.39,809.3,B9III,Peg
4904,25 Cet,1.050705,-4.836601,5.40,333.5,K0III-IV,Cet
12620,ι Hor,2.709265,-50.800294,5.40,56.0,G3IV,Hor
17812,HR 1138,3.820476,70.87105,5.40,347.0,A2m,Cam
20326,HR 1335,4.363227,60.735625,5.40,446.2,M0III,Cam
20984,83 Tau,4.510378,13.724402,5.40,147.4,F0V,Tau
25435,115 Tau,5.452804,17.962216,5.40,549.1,B5V,Tau
26471,26 Aur,5.643913,30.492412,5.40,566.2,A2V + GIII,Aur
31499,HR 2405,6.609121,38.4455,5.40,,C5II,Aur
35697,HR 2819,7.383527,-31.923781,5.40,1325.8,B3V,CMa
43597,57 Cnc,8.904091,30.579115,5.40,461.3,G7III,Cnc
46322,ω Leo,9.474278,9.056778,5.40,108.2,F9V,Leo
46339,Intercrus,9.477775,45.601483,5.40,280.0,K0III-IV,UMa
46945,11 LMi,9.594334,35.810133,5.40,37.1,G8IV-V,LMi
54688,69 Leo,11.22932,-0.069502,5.40,527.8,A0V,Leo
65522,HR 5085,13.474203,59.945787,5.40,232.8,A1Vn,UMa
70380,22 Boo,14.440935,19.2269,5.40,290.7,F0m,Boo
75782,κ Aps,15.525228,-73.389591,5.40,1240.1,B1npe,Aps
79973,ν CrB,16.374783,33.703478,5.40,594.1,K5III,CrB
80157,HR 6105,16.411046,-29.704663,5.40,107.9,G0,Sco
91702,HR 7031,18.74921,-39.686188,5.40,1304.6,K1/K2III+..,CrA
93233,14 Aql,19.048472,-3.698987,5.40,499.5,A1V,Aql
93418,51 Dra,19.081991,53.396654,5.40,362.4,A0Vn,Dra
93422,15 Aql,19.082687,-4.03142,5.40,289.4,K1III,Aql
98646,66 Dra,20.092444,61.99542,5.40,171.8,K3III,Dra
104805,30 Cap,21.299246,-17.985138,5.40,533.8,B5II/III,Cap
119106,HYG 119106,16.688157,31.601207,5.40,35.2,K0 V,Her
119397,HYG 119397,21.241391,10.006094,5.40,60.3,F7 V,Equ
928,κ Scl,0.192894,-27.799737,5.41,793.6,K2III,Scl
3536,HR 196,0.754774,55.221396,5.41,322.3,A2Vs,Cas
7436,50 Cet,1.599713,-15.400183,5.41,546.3,K1III,Cet
32826,ι Vol,6.857495,-70.963411,5.41,563.3,B7IV,Vol
34211,HR 2678,7.111324,-11.294014,5.41,3048.2,B0.5IV,CMa
35757,HR 2823,7.392193,-32.202067,5.41,1109.4,B2/B3II/III,CMa
36260,HR 2875,7.484916,-38.812065,5.41,538.2,B3V,Pup
37343,HR 2981,7.687727,-38.533532,5.41,593.0,B3V,Pup
61428,HR 4803,12.628409,-27.138888,5.41,112.0,F0V,Hya
67076,87 Vir,13.790386,-17.859839,5.41,676.7,M2III,Vir
69766,18 Boo,14.321188,13.004299,5.41,85.1,F5IV,Boo
76824,η Lib,15.734556,-15.672834,5.41,149.2,A6IV,Lib
77623,HR 5907,15.898851,-23.978094,5.41,426.9,B2V,Sco
80449,HR 6136,16.476106,0.665002,5.41,407.2,K4IIIp,Oph
83581,HR 6377,17.133907,35.935174,5.41,177.0,A5m,Her
85278,HR 6507,17.48046,0.330625,5.41,194.5,A8V,Oph
89494,HR 6857,18.319316,7.259767,5.41,152.6,K2III,Oph
89745,HR 6882,18.369083,23.285176,5.41,651.0,K5III,Her
90953,HR 6997,18.610373,33.469036,5.41,504.1,B8II-IIIp..,Lyr
96386,14 Cyg,19.657356,42.818278,5.41,652.3,B9III,Cyg
97335,HR 7531,19.845775,-59.193667,5.41,277.1,A0IV,Pav
101846,51 Cyg,20.703508,50.34003,5.41,1274.0,B2V,Cyg
102442,σ Pav,20.821733,-68.776521,5.41,302.0,K0III,Pav
104412,HR 8110,21.221479,-27.619333,5.41,366.9,K3III,Mic
759,κ Scl,0.155851,-27.987928,5.42,252.6,F3V,Scl
2234,HR 109,0.474027,-39.915002,5.42,375.8,M0III,Phe
3713,23 Cas,0.796119,74.847573,5.42,771.1,B8III,Cas
5939,39 Cet,1.276747,-2.500368,5.42,262.8,G5III-IVe,Cet
6578,HR 408,1.411329,-41.492549,5.42,235.7,K0III,Phe
8795,55 And,1.888152,40.72979,5.42,630.9,K1III,And
9568,60 Cet,2.053236,0.128507,5.42,280.9,A5III,Cet
11020,70 Cet,2.37011,-0.884852,5.42,261.3,F0Vn,Cet
20725,HR 1317,4.450806,80.824159,5.42,967.8,G6III:,Cep
31222,HR 2411,6.563745,-36.232029,5.42,391.5,K3III,Col
32226,28 Gem,6.745961,28.970932,5.42,476.1,K4III,Gem
36672,HR 2911,7.564179,-36.338392,5.42,1186.0,B2Vne,Pup
41699,HR 3367,8.525257,-19.577462,5.42,345.1,B9.5IV/V,Pyx
44690,τ Cnc,9.133348,29.654235,5.42,273.6,G8III,Cnc
50191,37 Leo,10.277983,13.728334,5.42,585.6,M1III,Leo
57339,HR 4526,11.788654,-57.696498,5.42,702.9,K5III,Cen
61116,HR 4783,12.56081,33.247584,5.42,291.5,K0IIICN...,CVn
62030,La Superba,12.752174,45.440256,5.42,1045.4,C7Iab,CVn
70572,106 Vir,14.478256,-6.900536,5.42,624.8,K5III,Vir
80148,HR 6100,16.408821,-37.566044,5.42,420.8,B8V,Sco
91211,HR 6991,18.659768,-43.185878,5.42,639.5,M2III,CrA
101472,ι Del,20.630311,11.377676,5.42,189.0,A2V,Del
105631,7 Cep,21.46282,66.809096,5.42,805.3,B7V,Cep
113912,5 Psc,23.1447,2.127883,5.42,265.8,G8IV,Psc
9307,57 Cet,1.996166,-20.824539,5.43,588.7,M0/M1III,Cet
9353,HR 587,2.007451,-8.523873,5.43,476.1,M3III,Cet
11003,HR 692,2.367092,-10.777534,5.43,96.7,F0V,Cet
12735,14 Per,2.734766,44.29704,5.43,982.4,G0Ib,Per
23928,16 Ori,5.155456,9.829579,5.43,178.4,A2m,Ori
25705,17 Cam,5.502835,63.06722,5.43,939.9,M1III,Cam
31048,HR 2381,6.530573,-8.158235,5.43,698.4,K2III,Mon
42963,HR 3494,8.775152,-45.912504,5.43,,B3Ia,Vel
43783,ζ Oct,8.944949,-85.663152,5.43,162.3,F0III,Oct
47820,ν Cha,9.772352,-76.77612,5.43,184.4,G8III,Cha
51437,46 Leo,10.536604,14.13727,5.43,693.9,M2III,Leo
54016,HR 4313,11.081721,-35.804678,5.43,517.7,A0V,Ant
54318,HR 4334,11.145557,-28.08067,5.43,181.5,A1V,Hya
62228,Tianyi,12.792873,66.790304,5.43,741.3,K5III,Dra
74712,HR 5680,15.313651,-60.496334,5.43,,O7Iab:,Cir
76383,HR 5798,15.647079,-52.372695,5.43,408.7,B9V,Nor
77776,λ CrB,15.929884,37.946958,5.43,135.6,F0IV,CrB
78010,HR 5942,15.976352,-24.831488,5.43,555.6,B5V,Sco
79147,16 Sco,16.202032,-8.547576,5.43,252.4,A4V,Sco
83705,HR 6375,17.163319,-10.523301,5.43,134.8,F5IV,Oph
87457,ψ Dra,17.919762,72.005127,5.43,1055.5,F2.5II-III,Dra
90955,HR 6987,18.610854,6.671805,5.43,107.9,F3V,Oph
92324,112 Her,18.87123,21.425142,5.43,405.7,B9p...,Her
108316,η PsA,22.013951,-28.453736,5.43,817.4,B8/B9V+...,PsA
109126,38 Aqr,22.177078,-11.564939,5.43,449.9,B5III,Aqr
112372,HR 8688,22.829521,55.902777,5.43,397.3,K1III,Lac
112474,HR 8685,22.850599,-39.156834,5.43,772.9,K3III,Gru
113161,2 Psc,22.99096,0.962927,5.43,299.0,K1III:,Psc
117080,6 Cas,23.813937,62.214516,5.43,,A3Ia comp,Cas
4500,68 Psc,0.963931,28.992217,5.44,648.4,G6III,Psc
13748,4 Eri,2.9566,-23.862164,5.44,155.5,A5IV/V,Eri
15508,HR 961,3.338783,77.73474,5.44,264.7,A6V,Cep
17734,HR 1172,3.805782,23.42125,5.44,386.0,B8V,Tau
19434,37 Eri,4.172923,-6.923852,5.44,351.5,G8III,Eri
24197,HR 1643,5.206237,73.946674,5.44,377.9,B9p Si,Cam
24769,ζ Pic,5.322813,-50.605967,5.44,116.5,F7III-IV,Pic
26584,HR 1958,5.663845,-32.629216,5.44,421.9,G6/G8III,Col
29663,73 Ori,6.26249,12.551067,5.44,1164.8,B9II-III,Ori
32353,HR 2401,6.77067,79.564811,5.44,58.3,F8V,Cam
33097,HR 2572,6.906851,-1.126996,5.44,551.9,A4IV,Mon
34631,21 Mon,7.189893,-0.301928,5.44,284.4,F2V,Mon
38386,HR 3085,7.884308,-36.363769,5.44,743.0,K1IIICN...,Pup
43726,60 Cnc,8.932097,11.626023,5.44,695.4,K5III,Cnc
43807,σ Cnc,8.949056,32.91043,5.44,194.3,A7IV,Cnc
47071,HR 3840,9.620184,-53.668508,5.44,233.3,A2/A3V,Vel
52585,HR 4214,10.781127,-17.296874,5.44,205.9,A3V,Hya
58204,HR 4576,11.970898,-56.31731,5.44,762.0,B8III,Cru
63891,θ Mus,13.135321,-65.306023,5.44,,WC6 + O9.5I,Mus
76163,HR 5784,15.603364,-44.396823,5.44,544.5,M0III,Lup
78653,HR 6025,16.105475,67.810134,5.44,253.8,A0Vn,Dra
79721,λ Nor,16.321568,-42.673965,5.44,348.8,A3Vn,Nor
87575,HR 6686,17.946596,-4.081823,5.44,400.2,G9III,Oph
90135,HR 6894,18.448336,-48.117243,5.44,497.9,K0/K1III+..,Tel
99312,66 Aql,20.220523,-1.009339,5.44,707.5,K5III,Aql
100917,ω Cyg,20.521893,49.220297,5.44,399.2,M2III,Cyg
113636,83 Aqr,23.086052,-7.693801,5.44,209.5,F2V,Aqr
114789,11 And,23.324945,48.625322,5.44,286.1,K0III,And
2936,HR 157,0.622561,35.399501,5.45,847.2,G5III,And
3077,HR 164,0.652748,49.354589,5.45,2090.7,K5III,Cas
4283,λ Tuc,0.916751,-69.527084,5.45,221.9,G7III,Tuc
12300,ν Ari,2.646943,21.961408,5.45,336.9,A7V,Ari
14340,52 Ari,3.090747,25.255174,5.45,539.1,B7Vn,Ari
17447,Celaeno,3.746726,24.28947,5.45,377.1,B7IV,Tau
18928,HR 1254,4.065723,8.197269,5.45,113.7,F2V,Tau
19350,HR 1288,4.154954,-16.385875,5.45,652.3,B5IV,Eri
19755,HR 1340,4.246819,-62.191811,5.45,262.8,K0III,Ret
21682,93 Tau,4.667616,12.197609,5.45,416.5,B8IV,Tau
25928,HR 1877,5.547613,-38.513371,5.45,172.3,K2/K3III,Col
33297,θ Men,6.942911,-79.420193,5.45,352.2,B9.5V,Men
33391,HR 2607,6.95942,-24.630841,5.45,123.7,F3V,CMa
36512,HR 2877,7.53011,17.086046,5.45,316.0,K2III,Gem
41207,HR 3326,8.431087,-42.153072,5.45,718.4,B3V,Pup
42168,HR 3432,8.6219,-62.853465,5.45,338.0,K0III,Car
42341,HR 3440,8.656626,-53.439767,5.45,445.0,B5V,Vel
44277,ν Cnc,9.045629,24.452915,5.45,392.5,A0III,Cnc
46461,HR 3784,9.501421,-51.517164,5.45,432.6,B8V,Vel
53119,HR 4253,10.895476,-2.129205,5.45,312.7,G8III,Leo
59212,3 Crv,12.184401,-23.602423,5.45,191.9,A1V,Crv
60667,HR 4748,12.472908,-39.041172,5.45,436.6,B8/B9V,Cen
62831,ι Oct,12.916219,-85.123369,5.45,351.8,K0III,Oct
73396,HR 5595,15.049799,-32.643294,5.45,387.8,B3V,Lup
74078,HR 5637,15.187773,-55.346032,5.45,2160.0,G2Ib/II,Lup
77666,HR 5924,15.909615,20.310968,5.45,510.4,M0III,Ser
79512,HR 6055,16.278687,-53.811109,5.45,774.7,M2IV,Nor
89228,HR 6818,18.264843,-44.206461,5.45,300.3,G8/K0III,CrA
95206,χ Sgr,19.424906,-23.962457,5.45,499.5,K3III,Sgr
96252,42 Aql,19.62981,-4.64764,5.45,104.9,F3IV,Aql
104046,Polaris Australis,21.146119,-88.956499,5.45,280.9,F0III,Oct
107949,HR 8366,21.939659,-37.253655,5.45,335.9,A3V,Gru
109443,λ PsA,22.238542,-27.766908,5.45,501.0,B7V,PsA
110709,ρ Cep,22.498047,78.824285,5.45,245.0,A3V,Cep
112997,Helvetios,22.95777,20.768832,5.45,50.9,G5V,Peg
4278,36 And,0.916139,23.628335,5.46,123.9,K1IV,And
18961,36 Tau,4.072687,24.105993,5.46,1132.5,G0III...,Tau
20106,HR 1330,4.320339,50.048695,5.46,242.9,A7V,Per
21632,HR 1487,4.655475,-14.359192,5.46,196.1,K0III,Eri
24842,HR 1738,5.337409,41.086212,5.46,277.1,A3V,Aur
25704,HR 1856,5.502632,-47.077655,5.46,143.9,G3IV,Pic
25796,33 Ori,5.520703,3.292133,5.46,1136.4,B1.5V,Ori
27130,ο Aur,5.765012,49.826255,5.46,413.4,A0p...,Aur
27497,κ Men,5.837999,-79.361362,5.46,285.1,B9.5V,Men
28871,HR 2163,6.108916,-23.110846,5.46,460.0,A2V,Lep
34532,HR 2708,7.172034,-27.49152,5.46,706.0,G8III,CMa
34818,HR 2703,7.223166,51.428745,5.46,723.2,M3III,Lyn
35086,HR 2758,7.27071,-15.585689,5.46,269.1,A1V,CMa
42518,η Cha,8.688773,-78.963359,5.46,309.7,B9IV,Cha
46226,HR 3777,9.451788,-71.601895,5.46,201.8,K2III,Car
46608,HR 3821,9.526752,-73.080913,5.46,789.7,K4III,Car
52443,δ Cha,10.754546,-80.469597,5.46,348.5,K0III,Cha
56121,HR 4439,11.539097,61.08252,5.46,91.3,F6V,UMa
56532,HR 4476,11.626114,-47.747309,5.46,353.4,K2III,Cen
61938,HR 4839,12.733481,-28.323957,5.46,412.3,K3III,Hya
62866,HR 4906,12.922067,-42.915732,5.46,661.6,M0III,Cen
66424,82 UMa,13.658472,52.921208,5.46,174.8,A3Vn,UMa
67091,HR 5176,13.794052,-50.320682,5.46,497.9,K2III,Cen
68720,95 Vir,14.111896,-9.313515,5.46,189.3,F2IV,Vir
75343,HR 5741,15.438166,34.335996,5.46,515.3,K4III,Boo
75418,HR 5736,15.455037,-36.76756,5.46,428.0,B5V,Lup
79248,9 Her,16.220953,5.021086,5.46,397.3,K5III,Her
81059,HR 6164,16.606268,-42.858861,5.46,1359.0,O9Ia,Sco
82424,HR 6260,16.90051,-41.806389,5.46,2588.5,B0.5Ia,Sco
92021,η CrA,18.814024,-43.680047,5.46,336.2,A2Vn,CrA
92541,HR 7146,18.914494,41.602723,5.46,267.3,G8III,Lyr
94532,2 Vul,19.295454,23.02554,5.46,1217.0,B0.5IV,Vul
94778,27 Aql,19.343246,-0.892161,5.46,437.8,B9III,Aql
95566,HR 7398,19.497829,-26.985615,5.46,234.0,K1/K2III,Sgr
96232,HR 7454,19.626227,-14.301801,5.46,99.7,F7V,Sgr
97883,HR 7628,19.953852,40.367824,5.46,1109.4,B5V,Cyg
106445,5 Peg,21.629285,19.318607,5.46,321.0,F1IV,Peg
4095,HR 247,0.877951,-24.005844,5.47,558.5,K1III,Cet
13931,HR 885,2.997164,47.220693,5.47,510.4,G4p,Per
16429,HR 1063,3.535721,48.023476,5.47,605.1,B8IIIp Mn,Per
20930,HR 1304,4.500159,83.340379,5.47,307.4,G8III,Cep
20987,81 Tau,4.510802,15.691879,5.47,146.5,Am,Tau
22573,HR 1527,4.868109,63.505421,5.47,498.7,M2III,Cam
22818,η Men,4.919765,-74.936852,5.47,668.4,K6III,Men
25631,118 Tau,5.487916,25.150215,5.47,425.2,B9Vn,Tau
27270,130 Tau,5.79061,17.729141,5.47,1782.3,F0III,Tau
34350,45 Gem,7.139455,15.930675,5.47,322.6,G8III,Gem
38526,26 Lyn,7.911864,47.564596,5.47,840.6,K4III,Lyn
41961,2 UMa,8.576711,65.14517,5.47,152.5,A2m,UMa
43204,HR 3514,8.827545,-40.320158,5.47,1264.2,A2/A3IV,Vel
44833,20 Hya,9.15988,-8.787648,5.47,481.8,G8II,Hya
51854,HR 4169,10.624187,-58.733339,5.47,,A0Ia,Car
